Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SmokeSuite,Chrome 74.0.3729.131,,,2019-05-06 16:01:33,2019-05-06 16:07:12,5m - 38.942s,PASSED
,,,,,,,
Test Cases/Login/Bugzilla-LoginPage-Loads,Chrome 74.0.3729.131,,,2019-05-06 16:01:34,2019-05-06 16:02:01,26.989s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 16:01:34,2019-05-06 16:01:38,4.147s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 16:01:38,2019-05-06 16:01:53,14.897s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-06 16:01:53,2019-05-06 16:01:57,4.042s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-06 16:01:57,2019-05-06 16:01:57,0.165s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:01:57,2019-05-06 16:01:59,2.002s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_username""), 0)",Chrome 74.0.3729.131,,,2019-05-06 16:01:59,2019-05-06 16:01:59,0.079s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_password""), 0)",Chrome 74.0.3729.131,,,2019-05-06 16:01:59,2019-05-06 16:01:59,0.029s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/checkbox_RememberMe""), 0)",Chrome 74.0.3729.131,,,2019-05-06 16:01:59,2019-05-06 16:02:00,0.052s,PASSED
"if (getText(findTestObject(""Page_BugsUI/label_rememberMe"")).equals(""Remember me""))",Chrome 74.0.3729.131,,,2019-05-06 16:02:00,2019-05-06 16:02:00,0.084s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-06 16:02:00,2019-05-06 16:02:00,0.075s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 16:02:00,2019-05-06 16:02:01,0.869s,PASSED
,,,,,,,
Test Cases/Login/Valid_Login,Chrome 74.0.3729.131,,,2019-05-06 16:02:01,2019-05-06 16:02:27,26.515s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 16:02:01,2019-05-06 16:02:03,1.920s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 16:02:03,2019-05-06 16:02:15,12.677s,PASSED
delay(5),Chrome 74.0.3729.131,,,2019-05-06 16:02:15,2019-05-06 16:02:20,5.008s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-06 16:02:20,2019-05-06 16:02:21,0.178s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:02:21,2019-05-06 16:02:23,2.010s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Chrome 74.0.3729.131,,,2019-05-06 16:02:23,2019-05-06 16:02:23,0.243s,PASSED
"setText(findTestObject(""Page_BugsUI/input_password""), ""Kum1!@#$%^&*()ar"")",Chrome 74.0.3729.131,,,2019-05-06 16:02:23,2019-05-06 16:02:23,0.181s,PASSED
"if (verifyElementClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-06 16:02:23,2019-05-06 16:02:23,0.176s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:02:23,2019-05-06 16:02:26,3.008s,PASSED
"if (verifyElementPresent(findTestObject(""Page_BugsUI Dashboard/span_Dashboard""), 0))",Chrome 74.0.3729.131,,,2019-05-06 16:02:26,2019-05-06 16:02:26,0.054s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-06 16:02:26,2019-05-06 16:02:27,0.821s,PASSED
,,,,,,,
Test Cases/Add_Product/AddProductFields_verification,Chrome 74.0.3729.131,,,2019-05-06 16:02:27,2019-05-06 16:03:19,52.236s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-06 16:02:27,2019-05-06 16:02:29,1.576s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-06 16:02:29,2019-05-06 16:02:44,14.531s,PASSED
delay(3),Chrome 74.0.3729.131,,,2019-05-06 16:02:44,2019-05-06 16:02:47,3.005s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-06 16:02:47,2019-05-06 16:02:47,0.187s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-06 16:02:47,2019-05-06 16:02:49,2.004s,PASSED
"setText(findTestObject(""Page_BugsUI/input_username""), ""knagendra-ext"")",Chrome 74.0.3729.131,,,2019-05-06 16:02:49,2019-05-06 16:02:49,0.238s,PASSED
