Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SmokeSuite,Chrome 74.0.3729.131,,,2019-05-05 17:12:58,2019-05-05 17:20:49,7m - 50.853s,PASSED
,,,,,,,
Test Cases/Login/Bugzilla-LoginPage-Loads,Chrome 74.0.3729.131,,,2019-05-05 17:12:59,2019-05-05 17:13:56,57.638s,PASSED
"openBrowser("""")",Chrome 74.0.3729.131,,,2019-05-05 17:12:59,2019-05-05 17:13:02,3.126s,PASSED
navigateToUrl(applicationUrl),Chrome 74.0.3729.131,,,2019-05-05 17:13:02,2019-05-05 17:13:49,46.693s,PASSED
delay(4),Chrome 74.0.3729.131,,,2019-05-05 17:13:49,2019-05-05 17:13:53,4.048s,PASSED
maximizeWindow(),Chrome 74.0.3729.131,,,2019-05-05 17:13:53,2019-05-05 17:13:53,0.160s,PASSED
delay(2),Chrome 74.0.3729.131,,,2019-05-05 17:13:53,2019-05-05 17:13:55,2.006s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_username""), 0)",Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:55,0.074s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/input_password""), 0)",Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:55,0.038s,PASSED
"verifyElementPresent(findTestObject(""Page_BugsUI/checkbox_RememberMe""), 0)",Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:55,0.039s,PASSED
"if (getText(findTestObject(""Page_BugsUI/label_rememberMe"")).equals(""Remember me""))",Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:55,0.073s,PASSED
"if (verifyElementNotClickable(findTestObject(""Page_BugsUI/button_Login"")))",Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:55,0.082s,PASSED
closeBrowser(),Chrome 74.0.3729.131,,,2019-05-05 17:13:55,2019-05-05 17:13:56,0.826s,PASSED
,,,,,,,
Test Cases/Login/Valid_Login,Chrome 74.0.3729.131,,,2019-05-05 17:13:56,2019-05-05 17:15:08,1m - 11.927s,PASSED
